from_bus_number,to_bus_number,from_area,to_area,category,dist,dela_dist,x,r,b,s1,s2,s3,fixed_cost
2054,5063,2,5,500_line,127.93,3,0.018324,0.00091,2.94794,2272.0,2759.3,3234.4,255.86
2054,12528,2,5,500_line,126.31,3,0.020295,0.00116,2.65325,2118.9,2426.9,2955.4,252.62
2054,5102,2,5,500_line,136.25,3,0.021744,0.00126,2.96238,2038.0,2383.8,2841.2,272.5
2054,5322,2,5,500_line,138.74,3,0.022863,0.00147,2.91661,2292.7,2725.4,3421.2,277.48
2096,12847,2,2,500_line,69.24,1,0.008895,0.00061,2.10648,2443.9,2553.9,3082.9,69.24
2096,12633,2,2,500_line,54.78,1,0.008281,0.00062,1.23464,2221.4,2344.2,3007.6,54.78
2096,12582,2,2,500_line,67.32,1,0.01064,0.00061,1.5672,2048.0,2900.0,2982.5,67.32
2096,12901,2,2,500_line,41.34,1,0.006827,0.00037,0.90284,2304.0,2879.5,2969.9,41.34
2096,1092,2,1,500_line,178.84,1,0.029281,0.00177,3.48741,2251.8,2849.5,3021.9,357.68
2096,12808,2,2,500_line,38.61,1,0.005691,0.0003,0.88016,2204.7,3052.8,3237.4,38.61
2096,12883,2,2,500_line,22.73,0,0.003499,0.00023,0.5361,2240.2,2261.0,3180.2,22.73
2096,12618,2,2,500_line,104.85,2,0.015743,0.00085,2.56219,1940.7,2339.2,2920.7,104.85
2096,12867,2,2,500_line,109.79,2,0.017016,0.00104,2.34452,1977.8,2806.2,2856.1,109.79
2096,12838,2,2,500_line,94.79,2,0.016841,0.00097,1.86226,2030.6,2136.1,3254.5,94.79
2096,1098,2,1,500_line,175.77,2,0.027156,0.00185,4.08666,1978.0,2300.1,2986.6,351.54
2096,12798,2,2,500_line,126.12,2,0.019201,0.00131,2.89864,1976.8,2842.2,3141.1,126.12
2096,12784,2,2,500_line,131.47,2,0.017537,0.00089,3.34077,2192.2,2717.5,3118.9,131.47
2096,12564,2,3,500_line,141.75,2,0.022872,0.00133,2.94998,1983.3,2858.8,2998.3,283.5
2096,12755,2,2,500_line,110.61,2,0.017947,0.00091,2.49769,2149.4,2438.3,2885.1,110.61
2096,3048,2,3,500_line,126.68,2,0.019724,0.00109,2.64746,2036.7,2114.1,3251.2,253.36
2096,12554,2,3,500_line,148.25,3,0.024497,0.00154,3.07613,1983.9,2638.7,2952.1,296.5
2096,5120,2,5,500_line,213.99,3,0.034774,0.00202,4.77743,1940.4,2404.8,3277.4,427.98
2096,6169,2,6,500_line,382.63,3,0.061159,0.00376,8.03269,1994.9,3169.0,3252.8,3152.6000000000004
2096,1095,2,1,500_line,154.42,2,0.023531,0.00117,3.95611,1895.3,1938.7,3129.4,308.84
2096,2127,2,2,500_line,159.25,3,0.023739,0.00169,3.77933,2178.9,2560.5,2952.8,159.25
2096,12676,2,5,500_line,146.75,3,0.023737,0.00113,3.23959,2105.6,2873.2,3108.2,293.5
2096,5394,2,5,500_line,146.79,3,0.021579,0.00129,3.59541,2194.1,2210.3,3312.8,293.58
2096,12736,2,2,500_line,146.9,3,0.02242,0.00132,3.60014,2490.2,2499.9,3145.8,146.9
2096,6239,2,6,500_line,400.94,3,0.056402,0.00384,9.94942,2210.9,2212.2,3276.1,3518.8
2101,5083,2,5,500_line,31.67,0,0.00499,0.00035,0.71956,1959.3,2567.3,3098.3,63.34
2101,5164,2,5,500_line,43.13,1,0.006106,0.00036,1.09075,2353.1,2935.4,2944.9,86.26
2101,5295,2,5,500_line,32.33,1,0.00486,0.00025,0.73288,2442.5,2815.9,3076.5,64.66
2101,12709,2,5,500_line,44.93,1,0.006889,0.00038,1.1229,2218.5,2528.8,3151.3,89.86
2101,5464,2,5,500_line,35.68,1,0.005658,0.00037,0.85015,2039.8,2921.1,3105.5,71.36
2101,12728,2,5,500_line,41.07,2,0.007353,0.00046,0.81238,1986.6,2388.5,2917.7,82.14
2101,5304,2,5,500_line,38.16,2,0.00533,0.00031,0.94465,2144.6,2291.9,2822.6,76.32
2101,5102,2,5,500_line,49.42,2,0.007006,0.00041,1.11457,2369.2,2919.7,3187.4,98.84
2101,5322,2,5,500_line,65.19,2,0.010886,0.00065,1.56499,2176.4,2498.8,3009.1,130.38
2101,5350,2,5,500_line,57.76,3,0.009069,0.00051,1.2307,2084.7,3007.9,3019.7,115.52
2101,5384,2,5,500_line,64.23,3,0.010307,0.00063,1.56723,1876.2,2000.8,3150.7,128.46
2101,5063,2,5,500_line,71.16,2,0.01008,0.00051,1.80045,2265.2,2800.2,3189.9,142.32
2101,12528,2,5,500_line,73.99,3,0.01067,0.00078,1.97504,2077.3,2324.4,2955.0,147.98
2101,5015,2,5,500_line,65.01,2,0.009824,0.00059,1.56318,2037.7,2543.0,2830.2,130.02
2101,5448,2,5,500_line,76.94,3,0.0112,0.00068,1.76596,1989.5,2440.7,3164.3,153.88
2101,12556,2,5,500_line,94.14,2,0.012738,0.00071,2.40018,2188.2,2660.9,3046.9,188.28
2101,5021,2,5,500_line,86.78,3,0.013741,0.00078,1.99285,2165.9,2537.4,2944.4,173.56
2101,5361,2,5,500_line,91.01,2,0.0121,0.00082,2.29023,2060.2,2145.4,3094.1,182.02
2101,12778,2,5,500_line,61.6,2,0.00989,0.00059,1.35137,2139.5,2790.0,2850.6,123.2
2101,12715,2,5,500_line,60.22,3,0.009931,0.00062,1.43463,2174.4,2706.8,3021.9,120.44
2101,5049,2,5,500_line,45.45,2,0.005645,0.00033,1.26587,2500.7,2658.1,2948.5,90.9
2101,2113,2,2,500_line,66.75,2,0.012752,0.00081,1.20337,1935.8,2603.5,2946.0,66.75
2101,2127,2,2,500_line,300.8,2,0.05026,0.0024,6.29086,2328.0,2884.9,3085.9,758.0000000000001
2101,12903,2,5,500_line,64.25,3,0.010281,0.00052,1.43565,2459.0,2751.1,2954.7,128.5
2101,12505,2,5,500_line,64.23,3,0.010311,0.00061,1.40624,2468.1,2521.9,2974.1,128.46
2101,12536,2,5,500_line,55.93,3,0.008745,0.00062,1.32443,2164.5,2755.8,3167.6,111.86
2101,5236,2,5,500_line,131.59,2,0.020216,0.00112,3.26945,2161.7,2814.8,2914.0,263.18
2101,12736,2,2,500_line,148.93,2,0.023126,0.00125,3.76934,1944.1,2055.6,3051.2,148.93
2101,5196,2,5,500_line,111.04,2,0.017268,0.00092,2.69216,2065.4,2611.7,2687.9,222.08
2101,12867,2,2,500_line,322.41,3,0.05662,0.00311,6.63499,1792.2,2676.5,2884.3,974.1000000000004
2101,5204,2,5,500_line,94.78,3,0.014286,0.00106,2.18266,2145.4,2466.0,2681.4,189.56
2101,5018,2,5,500_line,120.43,3,0.022212,0.00111,2.20327,2159.8,2534.0,3196.3,240.86
2101,5413,2,5,500_line,123.3,3,0.022002,0.00131,2.6754,2187.4,2333.9,2757.7,246.6
2101,12601,2,5,500_line,114.11,3,0.018141,0.00105,2.53008,2131.0,2604.9,2947.1,228.22
2101,12676,2,5,500_line,178.21,3,0.0279,0.00154,3.84267,2149.7,2643.6,3131.9,356.42
2101,12637,2,5,500_line,150.35,3,0.021255,0.00121,3.64059,2120.9,2702.2,3090.2,300.7
2101,5055,2,5,500_line,132.66,3,0.016395,0.00099,3.81773,1981.0,2173.3,2707.5,265.32
2101,12755,2,2,500_line,196.42,3,0.02606,0.00152,5.20476,2193.1,2856.7,3168.7,196.42
2101,5033,2,5,500_line,72.02,3,0.01094,0.00073,1.65035,2064.6,2562.3,3139.6,144.04
2101,5444,2,5,500_line,92.05,3,0.014666,0.00093,2.063,2384.2,2608.3,3389.3,184.1
2113,12778,2,5,500_line,14.44,0,0.002091,0.00012,0.34135,2071.6,2999.9,3024.7,28.88
2113,12715,2,5,500_line,34.18,2,0.004367,0.00031,0.8582,2348.9,2634.5,3002.0,68.36
2113,12757,2,8,500_line,37.8,2,0.005707,0.00031,0.84947,1940.2,2066.1,3218.0,75.6
2113,5049,2,5,500_line,46.96,2,0.007424,0.00042,1.14437,2202.5,2265.2,3123.8,93.92
2113,12903,2,5,500_line,74.28,3,0.010386,0.00061,1.85072,2107.1,2612.3,3230.9,148.56
2113,8112,2,8,500_line,146.0,3,0.02187,0.00127,2.95825,2211.7,2297.2,2880.4,292.0
2113,8126,2,8,500_line,55.57,2,0.009811,0.00059,1.06792,2378.6,2932.5,3164.4,111.14
2113,2127,2,2,500_line,363.79,2,0.061745,0.0038,7.02053,2213.9,2304.4,3149.4,1387.9
2113,12867,2,2,500_line,378.07,3,0.056559,0.00272,9.13808,2168.4,2744.4,2856.7,1530.6999999999998
2113,12736,2,2,500_line,226.07,3,0.037823,0.00224,4.77868,2313.7,2806.2,3227.2,226.07
2113,5295,2,5,500_line,74.37,2,0.010546,0.00059,1.85752,1992.7,2124.6,3045.7,148.74
2113,12728,2,5,500_line,71.15,2,0.011193,0.00073,1.56818,2477.3,2753.6,3096.9,142.3
2113,12501,2,8,500_line,128.72,3,0.01802,0.00102,2.99321,2176.2,2379.8,3113.1,257.44
2113,5083,2,5,500_line,76.21,3,0.012187,0.00066,1.7985,2137.6,2415.7,2969.0,152.42
2113,5304,2,5,500_line,79.22,3,0.012491,0.00087,1.72349,2087.0,2622.3,2907.0,158.44
2113,5164,2,5,500_line,99.56,3,0.013524,0.0007,2.73334,2086.0,2503.8,3060.1,199.12
2113,12709,2,5,500_line,109.47,3,0.01862,0.00102,2.22867,2309.2,2656.6,2931.2,218.94
2113,5464,2,5,500_line,90.66,3,0.01455,0.00074,1.9317,2019.1,3006.6,3087.0,181.32
2113,12505,2,5,500_line,84.11,3,0.012774,0.00072,2.20652,2115.2,2373.5,2804.8,168.22
2113,5350,2,5,500_line,90.21,3,0.012051,0.00066,2.22365,2159.4,2376.2,3271.2,180.42
2113,12536,2,5,500_line,86.41,3,0.01321,0.00067,2.02911,2146.5,2860.2,2918.0,172.82
2113,5236,2,5,500_line,192.55,3,0.027441,0.00153,5.1941,2203.2,2239.2,2929.4,385.1
2113,5361,2,5,500_line,152.77,3,0.02072,0.00134,4.14649,2331.0,3084.8,3292.2,305.54
2113,5196,2,5,500_line,180.5,3,0.028952,0.00146,3.99869,2001.4,2502.1,2910.9,361.0
2127,12867,2,2,500_line,66.77,1,0.010036,0.00056,1.54809,1934.4,2493.3,2821.0,66.77
2127,12736,2,2,500_line,158.59,1,0.019502,0.00123,5.0358,2290.5,2367.6,2642.5,158.59
2127,12676,2,5,500_line,213.02,2,0.037276,0.00203,4.08166,2267.0,2430.0,3298.0,426.04
2127,5236,2,5,500_line,215.21,2,0.034752,0.00251,4.4046,2011.4,2883.6,2910.5,430.42
2127,12755,2,2,500_line,152.38,2,0.024951,0.00131,3.49993,1898.6,2645.1,2965.5,152.38
2127,12883,2,2,500_line,145.14,2,0.020603,0.00121,3.56467,1961.4,2222.9,2992.2,145.14
2127,12901,2,2,500_line,177.72,2,0.028797,0.00151,4.07637,2211.7,2549.9,3000.1,177.72
2127,12808,2,2,500_line,132.5,2,0.016846,0.00086,3.22487,1962.3,2226.3,2809.6,132.5
2127,12582,2,2,500_line,130.05,2,0.021237,0.00116,2.74315,2012.0,2869.9,3092.7,130.05
2127,12633,2,2,500_line,120.45,2,0.015509,0.00077,3.07339,2303.9,2568.7,2718.7,120.45
2127,12618,2,2,500_line,121.1,2,0.019874,0.00107,2.68163,2161.9,2559.8,2980.2,121.1
2127,12798,2,2,500_line,200.7,3,0.028006,0.00148,4.96027,1846.1,2440.6,2932.3,200.7
2127,12784,2,2,500_line,214.84,3,0.035169,0.00184,4.4921,1983.3,2002.6,2828.8,214.84
2127,12564,2,3,500_line,273.86,3,0.039446,0.00241,7.30602,2365.1,2834.2,3093.9,977.2000000000003
2127,3048,2,3,500_line,273.35,3,0.046814,0.0025,4.92066,2023.2,2580.4,2988.3,967.0000000000005
2127,12847,2,2,500_line,132.39,3,0.019799,0.00109,2.95844,2103.7,2291.2,3134.7,132.39
2127,1092,2,1,500_line,325.62,3,0.049821,0.0027,7.63176,1783.8,2280.3,3074.2,2012.4
2127,12838,2,2,500_line,127.76,3,0.017917,0.00126,3.28913,2490.9,2631.1,3063.8,127.76
2127,5295,2,5,500_line,302.53,2,0.050604,0.00332,7.05493,2131.0,2654.4,2999.5,1550.5999999999995
2127,12778,2,5,500_line,353.85,2,0.051738,0.00321,8.40459,2309.4,2404.8,3347.0,2577.0000000000005
2127,5049,2,5,500_line,335.98,2,0.048838,0.00261,8.14194,2290.4,2542.5,2758.9,2219.6000000000004
2127,12728,2,5,500_line,343.45,2,0.05251,0.0028,7.23969,1905.3,3042.2,3201.4,2369.0
2127,12757,2,8,500_line,393.11,3,0.061531,0.00407,8.2942,2020.4,2909.1,2959.8,3362.2000000000007
2127,8126,2,8,500_line,393.79,3,0.060624,0.00418,9.51123,1868.0,2741.7,3002.9,3375.8
2127,12637,2,5,500_line,219.78,3,0.035877,0.00192,4.89063,1969.1,3072.4,3079.0,439.56
2127,5055,2,5,500_line,227.01,3,0.033953,0.00191,5.40517,2044.6,2355.1,3162.4,454.02
2127,5196,2,5,500_line,242.69,2,0.037493,0.00208,5.14708,2119.4,2382.0,3094.5,485.38
2127,5361,2,5,500_line,264.57,2,0.040769,0.0025,5.60494,2269.0,2934.5,3336.9,791.3999999999999
2127,12556,2,5,500_line,256.26,3,0.031182,0.0017,7.60051,2099.8,2671.9,2744.8,625.1999999999998
2127,5204,2,5,500_line,259.28,3,0.046935,0.00354,4.93523,2187.2,2713.8,2799.2,685.5999999999995
2127,12709,2,5,500_line,264.1,2,0.046463,0.00249,5.87089,2157.0,2729.1,3168.9,782.0000000000005
2127,5018,2,5,500_line,250.81,3,0.036618,0.00235,5.73286,2092.3,2813.4,2939.2,516.2
2127,5164,2,5,500_line,288.08,3,0.0474,0.00249,6.17324,2096.9,2616.5,3398.3,1261.5999999999997
2127,5015,2,5,500_line,290.87,3,0.042253,0.00205,7.28012,2216.9,2336.7,2974.9,1317.4
2127,5083,2,5,500_line,311.36,3,0.045464,0.00268,7.61128,2207.4,2879.9,3124.1,1727.2000000000003
2127,5464,2,5,500_line,307.85,3,0.049905,0.00372,6.45462,2367.0,2960.9,3225.9,1657.0000000000005
2127,5394,2,5,500_line,237.61,3,0.033532,0.00177,5.83509,1983.5,2761.0,2999.9,475.22
2127,5304,2,5,500_line,320.73,3,0.049998,0.00293,7.17127,2345.6,3067.0,3365.0,1914.6000000000004
2127,12715,2,5,500_line,362.0,3,0.062761,0.00335,7.15644,2351.0,2952.8,3190.5,2740.0
2127,12903,2,5,500_line,360.2,3,0.054665,0.00439,7.97421,2071.6,2128.2,3208.8,2704.0
2127,12505,2,5,500_line,340.48,3,0.052201,0.00342,7.9622,1762.1,3038.4,3169.6,2309.6000000000004
2127,5350,2,5,500_line,320.31,3,0.039603,0.00246,9.64848,2088.0,2808.3,2865.1,1906.1999999999998
2127,12536,2,5,500_line,339.29,3,0.055781,0.00337,6.98843,2242.5,2509.1,2942.9,2285.8
12798,12901,2,2,500_line,87.34,1,0.013334,0.00084,2.16281,2389.0,2887.4,2904.5,87.34
12798,12755,2,2,500_line,43.23,1,0.006702,0.00035,0.98519,1948.7,2153.5,3222.7,43.23
12798,12676,2,5,500_line,21.59,0,0.003837,0.00019,0.41763,1993.6,2456.3,3293.5,43.18
12798,12784,2,2,500_line,12.64,0,0.002035,0.00012,0.28773,2121.3,2603.9,3058.3,12.64
12798,12554,2,3,500_line,81.62,2,0.012355,0.0007,1.85543,2082.3,2181.0,2862.4,163.24
12798,5394,2,5,500_line,35.59,2,0.005504,0.00034,0.73638,1899.4,2737.2,3177.2,71.18
12798,3048,2,3,500_line,92.0,2,0.014626,0.00095,1.98897,1778.5,2500.9,3061.1,184.0
12798,12564,2,3,500_line,135.92,2,0.022446,0.00158,2.75352,2047.6,2954.7,3030.9,271.84
12798,5120,2,5,500_line,120.33,3,0.019562,0.00116,2.44938,2290.4,2723.9,2941.9,240.66
12798,6169,2,6,500_line,290.55,3,0.037504,0.00164,8.45977,2427.5,2491.0,3071.9,1311.0000000000002
12798,1095,2,1,500_line,177.98,3,0.024496,0.0013,4.73885,1881.1,2516.0,2764.4,355.96
12798,1092,2,1,500_line,232.69,3,0.037002,0.00212,5.31335,2274.1,2385.3,3378.2,465.38
12798,1098,2,1,500_line,234.2,3,0.034745,0.00171,5.61266,2391.4,3145.7,3274.6,468.4
12798,12736,2,2,500_line,61.55,2,0.010932,0.00058,1.25908,2322.7,2634.6,2887.0,61.55
12798,12847,2,2,500_line,182.78,3,0.029353,0.00154,4.2426,2161.8,2332.0,3012.7,182.78
12798,12633,2,2,500_line,159.8,3,0.027634,0.00168,3.22212,2256.1,2334.2,2783.1,159.8
12798,12582,2,2,500_line,186.88,3,0.027853,0.00167,4.11394,1927.2,2110.5,2854.4,186.88
12798,12808,2,2,500_line,137.4,3,0.016705,0.00092,3.99137,2212.9,2726.5,2900.0,137.4
12798,12883,2,2,500_line,110.01,2,0.015282,0.00075,2.67822,2095.6,2483.7,3258.8,110.01
12798,12867,2,2,500_line,183.77,3,0.0286,0.00149,4.11774,1838.0,2321.6,3198.1,183.77
12798,5236,2,5,500_line,56.73,2,0.008691,0.00051,1.4078,2104.1,3104.2,3146.5,113.46
12798,12637,2,5,500_line,48.64,2,0.006706,0.00038,1.2129,1859.7,2837.4,2994.7,97.28
12798,5413,2,5,500_line,90.99,3,0.014164,0.00101,2.1355,2348.3,2408.9,3238.7,181.98
12798,12886,2,5,500_line,68.22,3,0.00964,0.00071,1.57994,2260.5,3022.3,3317.4,136.44
12798,5055,2,5,500_line,62.45,3,0.010619,0.00063,1.3599,2132.2,2752.1,3322.7,124.9
12798,5196,2,5,500_line,79.64,3,0.012133,0.00088,1.83131,1972.9,2230.6,3380.6,159.28
12798,12843,2,5,500_line,73.29,3,0.010527,0.00064,1.758,2056.9,2316.6,2877.6,146.58
3048,12554,3,3,500_line,31.29,0,0.004346,0.00029,0.81867,1952.0,3143.2,3180.0,31.29
3048,12901,3,2,500_line,82.91,0,0.012425,0.00085,1.91927,1962.8,2749.5,2972.9,165.82
3048,12564,3,3,500_line,42.61,0,0.00682,0.0004,0.92419,2050.2,2176.2,2924.5,42.61
3048,12784,3,2,500_line,82.38,1,0.012831,0.00063,1.82164,2071.6,2870.8,3130.3,164.76
3048,5120,3,5,500_line,108.46,2,0.017679,0.00108,2.29064,2015.3,2240.1,2939.9,216.92
3048,6169,3,6,500_line,254.62,2,0.040953,0.00233,5.45908,1916.6,2859.7,2900.2,592.4000000000001
3048,1095,3,1,500_line,90.0,2,0.013353,0.0009,2.18084,2056.6,2427.9,2941.6,180.0
3048,5394,3,5,500_line,80.15,2,0.012041,0.00058,1.87262,2338.3,2575.8,2738.9,160.3
3048,12637,3,5,500_line,119.87,3,0.016338,0.00085,3.3639,2049.1,2789.9,3370.9,239.74
3048,12843,3,5,500_line,75.84,2,0.012521,0.00081,1.79814,2377.1,2434.5,3297.2,151.68
3048,12676,3,5,500_line,108.05,2,0.01638,0.00111,2.37281,2174.8,2388.9,2918.7,216.1
3048,12886,3,5,500_line,93.37,3,0.015751,0.00098,1.93154,1968.4,2704.4,2824.6,186.74
3048,12793,3,5,500_line,146.99,3,0.025203,0.00145,3.01339,2298.5,2796.7,3114.3,293.98
3048,12613,3,6,500_line,197.23,3,0.025787,0.00164,5.14389,2205.2,2488.6,2852.8,394.46
3048,5045,3,5,500_line,156.75,3,0.022891,0.0011,3.62292,2238.6,2690.5,3008.1,313.5
3048,5239,3,5,500_line,157.87,3,0.023222,0.00136,3.54224,2081.8,2822.3,2955.9,315.74
3048,12755,3,2,500_line,123.92,2,0.020057,0.00117,2.66564,2175.2,2756.8,3127.5,247.84
3048,1092,3,1,500_line,157.54,3,0.024224,0.00142,3.58229,2346.1,2840.4,2928.5,315.08
3048,1098,3,1,500_line,152.58,3,0.021642,0.00129,3.62176,2297.9,2548.7,3372.3,305.16
3048,12736,3,2,500_line,145.46,3,0.018146,0.00093,4.45954,1891.7,2101.7,3139.2,290.92
3048,12847,3,2,500_line,192.88,3,0.032009,0.00193,4.25724,2320.7,2883.2,2901.2,385.76
3048,12633,3,2,500_line,175.28,3,0.027398,0.00142,3.93238,1924.8,2390.1,2996.3,350.56
3048,12582,3,2,500_line,198.18,3,0.029885,0.00209,4.35757,2001.0,2772.9,2992.4,396.36
3048,12808,3,2,500_line,164.54,3,0.024168,0.00145,3.51723,2385.5,2918.0,3167.2,329.08
3048,12883,3,2,500_line,124.57,2,0.015073,0.00085,3.4536,2171.9,2269.5,3219.3,249.14
3048,12867,3,2,500_line,218.52,3,0.034125,0.00176,5.0091,2204.7,2713.6,3076.7,437.04
3048,4195,3,4,500_line,384.59,3,0.060586,0.0031,8.77202,2064.1,2493.7,3066.7,3191.7999999999993
3048,6333,3,6,500_line,247.19,3,0.04255,0.00232,5.11261,2062.5,2483.1,3018.7,494.38
3048,6239,3,6,500_line,282.79,3,0.046511,0.00254,5.68104,2397.4,2672.5,2802.5,1155.8000000000004
3048,6234,3,6,500_line,266.19,3,0.043923,0.00222,5.1916,1908.9,2262.0,3186.4,823.8
3048,6045,3,6,500_line,247.68,3,0.037969,0.00184,5.54372,2372.8,3132.0,3224.6,495.36
3048,5236,3,5,500_line,141.9,3,0.021221,0.00116,3.37622,2060.7,2536.8,3321.3,283.8
12554,12564,3,3,500_line,68.88,1,0.010403,0.00049,1.46262,2224.8,2332.7,2771.0,68.88
12554,5394,3,5,500_line,59.87,1,0.009893,0.00069,1.25762,2034.3,2246.1,2750.8,119.74
12554,12784,3,2,500_line,67.58,1,0.009791,0.00077,1.70447,2029.6,3137.6,3188.9,135.16
12554,12843,3,5,500_line,51.84,0,0.008937,0.00074,0.99143,2379.2,2493.4,3075.3,103.68
12554,5120,3,5,500_line,75.53,1,0.010407,0.00062,1.92183,1823.6,2739.2,3029.9,151.06
12554,12901,3,2,500_line,106.79,2,0.01404,0.00078,2.69813,2107.2,2531.2,2966.8,213.58
12554,12755,3,2,500_line,117.64,3,0.018486,0.0012,2.78871,1851.9,2335.0,3265.6,235.28
12554,12883,3,2,500_line,146.87,3,0.023291,0.00133,3.06961,2075.2,2161.0,3116.5,293.74
12554,6169,3,6,500_line,238.74,2,0.033504,0.00201,5.63964,1885.2,2295.5,3229.9,477.48
12554,1095,3,1,500_line,109.45,2,0.016265,0.00088,2.81445,2007.3,2578.9,3142.5,218.9
12554,12676,3,5,500_line,87.44,2,0.012437,0.00067,2.29994,2181.6,2855.6,2904.6,174.88
12554,12886,3,5,500_line,66.07,2,0.010388,0.00065,1.41352,1831.4,2115.6,3329.8,132.14
12554,12793,3,5,500_line,114.46,2,0.017934,0.00113,2.54652,2276.2,2980.8,3006.2,228.92
12554,12613,3,6,500_line,171.31,2,0.022914,0.0013,4.38786,2211.7,2875.3,3046.8,342.62
12554,5045,3,5,500_line,123.44,2,0.019827,0.00103,2.60566,2028.2,2733.0,2811.6,246.88
12554,5239,3,5,500_line,124.51,2,0.020331,0.00114,2.62169,2319.2,2573.5,2890.2,249.02
12554,4195,3,4,500_line,358.98,3,0.052532,0.00342,9.13508,1954.8,2680.8,2786.9,2679.6000000000004
12554,6333,3,6,500_line,228.01,3,0.033152,0.00247,5.55122,2280.4,2462.1,3019.8,456.02
12554,6239,3,6,500_line,261.13,3,0.042012,0.00227,5.36122,1995.6,2122.5,2771.3,722.5999999999999
12554,6234,3,6,500_line,244.13,3,0.036093,0.00184,5.47727,2022.0,2226.5,3137.4,488.26
12554,6045,3,6,500_line,217.96,3,0.034366,0.00183,5.12287,2525.0,2657.3,3318.5,435.92
12554,1092,3,1,500_line,175.61,3,0.026458,0.00157,4.49984,2003.1,2260.7,3168.7,351.22
12554,1098,3,1,500_line,182.93,3,0.025047,0.00166,4.36643,2231.1,2565.3,2915.7,365.86
12554,12637,3,5,500_line,109.14,2,0.019448,0.00096,1.96915,2111.9,2684.9,2762.5,218.28
12554,5236,3,5,500_line,125.51,3,0.019712,0.00114,2.76306,2221.9,2745.2,3232.6,251.02
12554,5413,3,5,500_line,115.97,3,0.019242,0.00118,2.53492,2126.4,2346.6,3228.8,231.94
12554,5055,3,5,500_line,117.01,3,0.018967,0.00104,2.62246,2306.3,2350.4,2746.8,234.02
12554,12736,3,2,500_line,142.21,3,0.021932,0.00113,3.25246,2041.3,2295.4,3139.7,284.42
12554,5451,3,5,500_line,156.61,3,0.0262,0.00144,3.30171,1817.2,3067.2,3087.6,313.22
12554,12770,3,5,500_line,169.03,3,0.027332,0.00159,3.62042,2133.8,2276.1,2889.4,338.06
12554,5192,3,5,500_line,171.91,3,0.026207,0.00136,3.88152,2326.9,2553.2,3062.7,343.82
12554,6228,3,6,500_line,222.69,3,0.032989,0.00195,5.5403,2185.1,2192.0,3129.3,445.38
12554,6210,3,6,500_line,170.24,3,0.028016,0.00185,3.63153,2303.1,2368.8,3007.8,340.48
12554,5260,3,5,500_line,143.75,3,0.020619,0.00138,3.75592,2311.8,2455.0,2922.9,287.5
12564,12901,3,2,500_line,107.59,1,0.017598,0.001,2.21595,1830.6,2389.1,2936.0,215.18
12564,5120,3,5,500_line,133.03,1,0.020632,0.00108,2.91944,2141.4,2906.7,3036.5,266.06
12564,6169,3,6,500_line,242.2,1,0.043103,0.00249,4.91685,2282.3,2548.6,2646.0,484.4
12564,1095,3,1,500_line,50.21,0,0.007273,0.00051,1.11325,1933.2,2857.1,2877.3,100.42
12564,12784,3,2,500_line,130.46,2,0.021081,0.00126,2.5219,1983.8,2690.4,3160.7,260.92
12564,5394,3,5,500_line,122.71,2,0.020734,0.00133,2.56134,2160.8,2184.2,3305.9,245.42
12564,12637,3,5,500_line,170.42,3,0.030259,0.00218,3.177,1972.7,2507.9,3181.8,340.84
12564,12843,3,5,500_line,110.37,2,0.017741,0.00088,2.66278,2068.7,2189.8,2864.8,220.74
12564,12676,3,5,500_line,150.6,3,0.024429,0.00121,3.17451,2162.0,2597.2,2910.9,301.2
12564,12886,3,5,500_line,133.58,2,0.020223,0.00133,2.94033,2132.2,2410.4,2808.5,267.16
12564,12793,3,5,500_line,179.36,2,0.026009,0.00157,3.8014,2188.3,2747.2,2800.7,358.72
12564,12613,3,6,500_line,199.65,2,0.032377,0.00162,4.49332,1948.9,2553.9,2966.3,399.3
12564,5045,3,5,500_line,195.76,2,0.025797,0.00158,4.72348,1996.6,2743.4,3152.7,391.52
12564,5239,3,5,500_line,165.75,2,0.025824,0.00146,4.04533,1915.9,3068.0,3318.7,331.5
12564,12755,3,2,500_line,160.04,2,0.025358,0.00174,3.74042,1956.6,2620.2,3087.6,320.08
12564,1092,3,1,500_line,124.17,2,0.018811,0.00121,2.74542,2142.8,3136.0,3261.7,248.34
12564,1098,3,1,500_line,109.66,2,0.017036,0.00092,2.57415,2474.0,2511.6,3181.4,219.32
12564,12736,3,2,500_line,201.06,3,0.033848,0.00218,3.85779,2001.8,2023.4,3275.5,402.12
12564,12847,3,2,500_line,208.92,3,0.031474,0.0018,4.89811,2085.9,2527.9,3337.5,417.84
12564,12633,3,2,500_line,202.4,3,0.032689,0.00167,3.96991,2255.4,2329.6,3424.5,404.8
12564,12582,3,2,500_line,201.3,3,0.034121,0.002,4.34773,2055.9,2670.5,3195.7,402.6
12564,12808,3,2,500_line,180.59,3,0.030854,0.00163,3.52581,2183.2,2224.9,3079.3,361.18
12564,12883,3,2,500_line,144.32,2,0.022742,0.00109,3.14831,2329.1,2673.8,2961.1,288.64
12564,12867,3,2,500_line,245.77,3,0.037252,0.00217,5.55326,2475.4,3174.2,3344.0,491.54
12564,5413,3,5,500_line,183.49,3,0.028301,0.00212,4.14459,2175.4,2309.1,2935.3,366.98
12564,5451,3,5,500_line,204.79,3,0.033155,0.00214,4.53419,2272.9,2808.1,2904.1,409.58
